COUNTRY,flows,short,ISO Code
GERMANY,"{'0': 250444.0, '1': 61063.0, '2': 25819.0, '5': 1338.0, '8': 20566.0, '9': 25512.0, '11': 15411.0, '12': 285790.0, '13': 26690.0, '16': 13612.0, '18': 28325.0, '19': 38772.0, '21': 3061.0, '24': 5947.0, '26': 221720.0, '28': 70888.0, '30': 314911.0, '31': 2396.0, '32': 776.0, '33': 2987.0, '34': 22074.0, '35': 21849.0, '37': 33719, '40': 909.0, '42': 17686.0, '43': 142891.0, '44': 24535.0, '46': 4662.0, '48': 2097.0, '50': 385778.0, '51': 16116.0, '53': 2748.0, '54': 603049.0, '55': 9681.0, '56': 28815.0, '59': 12304.0, '60': 9414.0, '61': 25905.0, '62': 1475.0, '64': 63326.0, '65': 13007.0, '67': 23086.0, '71': 18072.0, '72': 161772.0, '75': 577.0, '76': 17200.0, '77': 25387.0, '78': -3855268.0, '79': 33440.0, '81': 391502.0, '86': 2322.0, '87': 11172.0, '90': 1754.0, '91': 1596.0, '92': 220774.0, '93': 2164.0, '94': 107628.0, '95': 21787.0, '96': 152590.0, '97': 226480.0, '98': 15529.0, '100': 16529.0, '101': 694514.0, '102': 2530.0, '103': 37382.0, '104': 14047.0, '105': 1128201.0, '106': 16678.0, '109': 92834.0, '110': 3986.0, '111': 38760.0, '112': 88243.0, '114': 2183.0, '115': 13788.0, '116': 338.0, '117': 55291.0, '118': 23232.0, '119': 1765.0, '121': 6810.0, '123': 4101.0, '124': 831.0, '129': 20266.0, '131': 25733.0, '134': 17407.0, '136': 127095.0, '138': 2522.0, '141': 6844.0, '142': 165391.0, '144': 3594.0, '145': 1685.0, '146': 1362.0, '147': 52810.0, '149': 108634.0, '151': 9804.0, '153': 79227.0, '156': 811.0, '158': 5642.0, '159': 20599.0, '160': 62408.0, '161': 2141722.0, '162': 152869.0, '166': 654822.0, '167': 1198831.0, '168': 1368.0, '179': 5347.0, '180': 6583.0, '181': 199691.0, '183': 3611.0, '184': 3163.0, '186': 60815.0, '187': 44089.0, '189': 35587.0, '190': 20378.0, '192': 186074.0, '193': 51830.0, '194': 4429.0, '196': 22178.0, '197': 93524.0, '198': 707457.0, '199': 32157.0, '200': 1771.0, '201': 84324.0, '203': 15809.0, '206': 1015.0, '207': 45857.0, '208': 1837282.0, '209': 7347.0, '212': 2874.0, '213': 289743.0, '215': 118246.0, '216': 152639.0, '218': 3782.0, '219': 46898.0, '222': 10095.0, '223': 125327.0, '225': 4918.0, '226': 1115.0}",GERMANY,DE
GHANA,"{'2': 13.0, '11': 37.0, '21': 19736.0, '28': 13.0, '31': 67431.0, '34': 132.0, '35': 323.0, '37': 0, '40': 15.0, '43': 266.0, '55': 33.0, '61': 43.0, '67': 33.0, '72': 254.0, '76': 1888.0, '79': -1004324.0, '87': 159.0, '94': 999.0, '100': 51.0, '101': 270.0, '103': 63.0, '106': 15.0, '112': 1155.0, '114': 34940.0, '123': 5900.0, '126': 13.0, '142': 213.0, '146': 6945.0, '147': 80652.0, '153': 76.0, '160': 30.0, '161': 52.0, '167': 76.0, '168': 437.0, '180': 85.0, '183': 2740.0, '193': 21.0, '194': 27.0, '197': 169.0, '198': 58.0, '200': 8.0, '203': 103799.0, '215': 1595.0, '216': 716.0}",GHANA,GH
GIBRALTAR,"{'37': 0, '80': -13389.0, '136': 1006.0, '192': 2095.0, '215': 5741.0}",GIBRALTAR,GI
GREECE,"{'0': 45293.0, '1': 446614.0, '2': 407.0, '3': 0.0, '4': 1.0, '5': 11.0, '6': 8.0, '7': 29.0, '8': 652.0, '9': 14571.0, '10': 0.0, '11': 20630.0, '12': 2295.0, '13': 515.0, '14': 20.0, '15': 21.0, '16': 2851.0, '17': 8.0, '18': 1485.0, '19': 5225.0, '20': 2.0, '21': 5.0, '22': 5.0, '23': 0.0, '24': 21.0, '26': 446.0, '27': 5.0, '28': 2258.0, '30': 74359.0, '31': 35.0, '32': 133.0, '33': 19.0, '34': 1545.0, '35': 12862.0, '36': 12.0, '37': 1157, '38': 0.0, '39': 399.0, '40': 16.0, '41': 0.0, '42': 372.0, '43': 3462.0, '44': 404.0, '45': 74.0, '46': 1441.0, '47': 0.0, '48': 37.0, '50': 435.0, '51': 357.0, '53': 22039.0, '54': 4516.0, '55': 4772.0, '56': 917.0, '57': 38.0, '58': 16.0, '59': 575.0, '60': 85.0, '61': 28834.0, '62': 49.0, '63': 7.0, '64': 1333.0, '65': 130.0, '66': 19.0, '67': 2466.0, '68': 0.0, '70': 0.0, '71': 784.0, '72': 6826.0, '73': 0.0, '74': 7.0, '75': 5.0, '76': 49.0, '77': 85065.0, '78': 116644.0, '79': 608.0, '80': 2.0, '81': -1088507.0, '82': 0.0, '83': 0.0, '84': 0.0, '85': 0.0, '86': 30.0, '87': 176.0, '88': 0.0, '89': 8.0, '90': 37.0, '91': 49.0, '92': 1761.0, '93': 53.0, '94': 10353.0, '95': 450.0, '96': 4684.0, '97': 16897.0, '98': 600.0, '99': 2.0, '100': 725.0, '101': 6426.0, '102': 10.0, '103': 518.0, '104': 827.0, '105': 27523.0, '106': 460.0, '108': 263.0, '109': 557.0, '110': 40.0, '111': 357.0, '112': 2092.0, '113': 0.0, '114': 30.0, '115': 652.0, '116': 7.0, '117': 554.0, '118': 139.0, '119': 130.0, '121': 61.0, '122': 0.0, '123': 105.0, '124': 89.0, '125': 0.0, '126': 60.0, '127': 37.0, '129': 402.0, '131': 10248.0, '132': 43.0, '133': 5.0, '135': 78.0, '136': 2114.0, '137': 63.0, '138': 95.0, '139': 5.0, '141': 66.0, '142': 3819.0, '144': 499.0, '145': 161.0, '146': 23.0, '147': 2914.0, '149': 2210.0, '150': 0.0, '151': 525.0, '152': 2.0, '153': 8823.0, '154': 189.0, '155': 4286.0, '156': 158.0, '157': 1.0, '158': 79.0, '159': 296.0, '160': 8638.0, '161': 15975.0, '162': 328.0, '163': 0.0, '164': 1123.0, '165': 0.0, '166': 47120.0, '167': 55281.0, '168': 97.0, '170': 1.0, '171': 0.0, '174': 0.0, '175': 4.0, '176': 455.0, '177': 0.0, '178': 4.0, '179': 432.0, '180': 651.0, '181': 4467.0, '182': 23.0, '183': 176.0, '184': 83.0, '186': 876.0, '187': 130.0, '188': 0.0, '189': 3788.0, '190': 7045.0, '192': 1202.0, '193': 904.0, '194': 1889.0, '195': 6.0, '196': 5526.0, '197': 3769.0, '198': 42861.0, '199': 97.0, '200': 401.0, '201': 383.0, '202': 217.0, '203': 21.0, '204': 0.0, '206': 15.0, '207': 647.0, '208': 34081.0, '209': 116.0, '211': 8.0, '212': 140.0, '213': 19846.0, '214': 87.0, '215': 18033.0, '216': 23297.0, '217': 0.0, '218': 112.0, '219': 8459.0, '220': 70.0, '221': 0.0, '222': 1046.0, '223': 212.0, '224': 0.0, '225': 279.0, '226': 241.0, '227': 425.0}",GREECE,GR
GREENLAND,"{'30': 17.0, '35': 14.0, '37': 0, '43': 10.0, '56': 4539.0, '68': 273.0, '71': 12.0, '72': 13.0, '78': 56.0, '82': -17866.0, '93': 159.0, '151': 65.0, '160': 127.0, '161': 29.0, '166': 14.0, '196': 85.0, '201': 153.0, '215': 14.0, '216': 38.0}",GREENLAND,GL
GRENADA,"{'7': 39.0, '14': 30.0, '17': 180.0, '35': 225.0, '37': 3991, '58': 74.0, '83': -62204.0, '89': 365.0, '102': 117.0, '135': 10.0, '171': 15.0, '172': 165.0, '175': 398.0, '206': 2291.0, '217': 658.0, '222': 324.0}",GRENADA,GD
GUADELOUPE,"{'2': 142.0, '19': 424.0, '28': 58.0, '35': 452.0, '37': 27846, '58': 3997.0, '59': 864.0, '72': 50960.0, '73': 1088.0, '78': 287.0, '84': -12542.0, '89': 170.0, '90': 13973.0, '94': 181.0, '101': 330.0, '112': 231.0, '142': 731.0, '162': 426.0, '165': 363.0, '172': 377.0, '195': 33.0, '197': 203.0, '198': 270.0, '215': 381.0, '216': 452.0}",GUADELOUPE,GP
GUAM,"{'37': 4176, '43': 2275.0, '85': -2213.0, '103': 2219.0, '125': 246.0, '150': 2342.0, '154': 1531.0, '160': 30994.0, '163': 4176.0, '216': 19572.0, '223': 373.0}",GUAM,GU
GUATEMALA,"{'8': 595.0, '11': 74.0, '20': 984.0, '24': 145.0, '28': 257.0, '35': 426.0, '37': 943, '42': 322.0, '43': 705.0, '44': 1242.0, '48': 1248.0, '51': 708.0, '59': 115.0, '60': 178.0, '61': 32.0, '62': 20683.0, '72': 275.0, '73': 20.0, '78': 687.0, '82': 427.0, '86': -1368431.0, '90': 13.0, '91': 9023.0, '95': 42.0, '96': 18.0, '100': 140.0, '101': 394.0, '103': 157.0, '112': 25.0, '129': 18872.0, '142': 149.0, '145': 9211.0, '153': 26.0, '155': 48.0, '156': 321.0, '158': 62.0, '159': 491.0, '160': 71.0, '162': 29.0, '163': 107.0, '179': 32.0, '192': 1418.0, '196': 49.0, '197': 165.0, '198': 83.0, '208': 25.0, '215': 238.0, '216': 9299.0, '218': 149.0, '222': 303.0}",GUATEMALA,GT
GUINEA,"{'0': 1.0, '1': 9.0, '2': 6766.0, '4': 4.0, '5': 109.0, '7': 4276.0, '8': 105.0, '9': 7.0, '11': 8.0, '12': 0.0, '13': 3.0, '14': 11.0, '15': 1.0, '16': 0.0, '17': 9.0, '19': 37.0, '20': 0.0, '21': 391.0, '23': 1.0, '24': 3.0, '26': 0.0, '27': 46.0, '28': 12.0, '30': 1.0, '31': 564.0, '32': 36.0, '33': 7.0, '34': 187.0, '35': 42.0, '36': 31.0, '37': 6070, '39': 16.0, '40': 372.0, '42': 9.0, '43': 161.0, '44': 2519.0, '45': 730.0, '46': 116.0, '48': 112.0, '50': 17.0, '51': 1714.0, '55': 73.0, '56': 63.0, '57': 16.0, '58': 11.0, '59': 0.0, '60': 0.0, '61': 24.0, '62': 2.0, '63': 10274.0, '64': 20.0, '66': 3.0, '67': 10.0, '70': 1.0, '71': 4.0, '72': 237.0, '75': 70.0, '76': 268.0, '78': 24.0, '79': 564.0, '87': -550790.0, '88': 4361.0, '90': 22.0, '91': 285.0, '94': 45.0, '100': 9.0, '101': 78.0, '103': 50.0, '104': 0.0, '106': 1920.0, '107': 1.0, '111': 20.0, '112': 148.0, '113': 29.0, '114': 2655.0, '115': 41.0, '116': 2.0, '119': 8.0, '120': 15.0, '121': 0.0, '123': 45192.0, '125': 4.0, '126': 1107.0, '127': 13.0, '131': 1.0, '136': 318.0, '137': 17.0, '138': 0.0, '139': 1.0, '140': 16.0, '141': 22.0, '142': 35.0, '144': 0.0, '145': 3.0, '146': 184.0, '147': 364.0, '151': 0.0, '153': 17.0, '154': 7.0, '157': 14.0, '160': 1.0, '161': 0.0, '162': 12.0, '166': 3.0, '167': 36.0, '168': 36.0, '175': 27.0, '176': 25.0, '178': 30.0, '179': 28.0, '180': 2053.0, '181': 0.0, '182': 1.0, '183': 8342.0, '187': 25.0, '188': 10.0, '189': 4.0, '190': 1201.0, '191': 1.0, '192': 1139.0, '193': 0.0, '194': 5.0, '196': 1.0, '197': 15.0, '198': 6.0, '199': 0.0, '200': 0.0, '201': 47.0, '203': 510.0, '205': 932.0, '207': 510.0, '208': 32.0, '211': 0.0, '212': 0.0, '213': 7.0, '215': 6.0, '216': 288.0, '218': 0.0, '219': 0.0, '223': 3.0, '227': 2.0}",GUINEA,GN
GUINEA-BISSAU,"{'35': 41.0, '36': 403.0, '37': 0, '72': 79.0, '76': 1092.0, '87': 3612.0, '88': -111790.0, '114': 634.0, '126': 408.0, '162': 601.0, '180': 9093.0, '183': 585.0, '216': 226.0}",GUINEA-BISSAU,GW
GUYANA,"{'7': 9.0, '14': 8.0, '17': 157.0, '28': 1260.0, '35': 235.0, '37': 1348, '43': 676.0, '58': 25.0, '83': 112.0, '89': -438413.0, '102': 174.0, '172': 128.0, '175': 216.0, '195': 2714.0, '206': 519.0, '215': 337.0, '216': 740.0, '222': 23326.0}",GUYANA,GY
HAITI,"{'8': 456.0, '12': 164.0, '35': 617.0, '37': 5088, '42': 326.0, '43': 341.0, '44': 815.0, '48': 267.0, '51': 1185.0, '59': 2377.0, '72': 434.0, '78': 883.0, '90': -1769671.0, '101': 1210.0, '103': 215.0, '129': 299.0, '159': 345.0, '163': 1526.0, '192': 1280.0, '197': 369.0, '216': 1586.0, '218': 279.0, '222': 2488.0}",HAITI,HT
HONDURAS,"{'8': 194.0, '19': 25.0, '20': 372.0, '24': 149.0, '28': 240.0, '35': 355.0, '37': 1053, '38': 91.0, '42': 314.0, '43': 608.0, '44': 886.0, '48': 879.0, '51': 624.0, '59': 137.0, '60': 470.0, '62': 9071.0, '72': 146.0, '78': 297.0, '86': 4711.0, '90': 43.0, '91': -985077.0, '100': 91.0, '101': 265.0, '102': 27.0, '103': 141.0, '104': 40.0, '129': 1602.0, '142': 92.0, '145': 7943.0, '155': 156.0, '156': 406.0, '158': 35.0, '159': 392.0, '163': 131.0, '167': 25.0, '192': 536.0, '196': 31.0, '197': 61.0, '215': 103.0, '216': 6954.0, '218': 67.0, '222': 103.0}",HONDURAS,HN
HUNGARY,"{'0': 1816.0, '1': 503.0, '2': 929.0, '4': 0.0, '5': 116.0, '7': 0.0, '8': 432.0, '9': 225.0, '10': 2.0, '11': 1246.0, '12': 11188.0, '13': 617.0, '14': 7.0, '15': 37.0, '16': 244.0, '17': 3.0, '18': 266.0, '19': 2574.0, '20': 2.0, '21': 33.0, '22': 1.0, '23': 12.0, '24': 55.0, '26': 438.0, '27': 12.0, '28': 1321.0, '29': 1.0, '30': 1421.0, '31': 12.0, '32': 12.0, '33': 88.0, '34': 322.0, '35': 2914.0, '36': 19.0, '37': 755, '38': 2.0, '39': 14.0, '40': 5.0, '42': 214.0, '43': 17648.0, '44': 335.0, '45': 2.0, '46': 76.0, '48': 98.0, '50': 2282.0, '51': 618.0, '53': 307.0, '54': 1487.0, '55': 70.0, '56': 643.0, '57': 3.0, '58': 2.0, '59': 59.0, '60': 219.0, '61': 2220.0, '62': 21.0, '63': 5.0, '64': 40.0, '65': 160.0, '66': 2.0, '67': 199.0, '68': 0.0, '69': 1.0, '70': 4.0, '71': 922.0, '72': 4839.0, '75': 7.0, '76': 13.0, '77': 361.0, '78': 35636.0, '79': 283.0, '81': 1361.0, '82': 1.0, '83': 3.0, '86': 32.0, '87': 60.0, '88': 10.0, '89': 9.0, '90': 8.0, '91': 9.0, '92': -714420.0, '93': 148.0, '94': 3217.0, '95': 567.0, '96': 4125.0, '97': 1465.0, '98': 2046.0, '100': 1898.0, '101': 6187.0, '102': 32.0, '103': 2069.0, '104': 868.0, '105': 837.0, '106': 254.0, '107': 0.0, '108': 380.0, '109': 247.0, '110': 104.0, '111': 194.0, '112': 521.0, '113': 1.0, '114': 21.0, '115': 395.0, '116': 3.0, '117': 264.0, '118': 285.0, '119': 44.0, '120': 3.0, '121': 156.0, '123': 26.0, '124': 159.0, '126': 5.0, '127': 74.0, '129': 708.0, '131': 594.0, '132': 7.0, '133': 1792.0, '134': 91.0, '136': 441.0, '137': 29.0, '138': 31.0, '139': 25.0, '140': 0.0, '141': 113.0, '142': 4264.0, '143': 2.0, '144': 246.0, '145': 26.0, '146': 8.0, '147': 1769.0, '149': 301.0, '151': 1479.0, '152': 36.0, '153': 1055.0, '155': 182.0, '156': 29.0, '157': 4.0, '158': 19.0, '159': 267.0, '160': 533.0, '161': 3383.0, '162': 630.0, '164': 119.0, '166': 214514.0, '167': 4583.0, '168': 23.0, '171': 0.0, '172': 2.0, '175': 1.0, '176': 1.0, '177': 3.0, '179': 451.0, '180': 51.0, '181': 48194.0, '182': 8.0, '183': 30.0, '184': 102.0, '186': 20980.0, '187': 454.0, '189': 472.0, '190': 604.0, '192': 2599.0, '193': 74.0, '194': 225.0, '195': 12.0, '196': 1858.0, '197': 3692.0, '198': 2693.0, '199': 17.0, '200': 78.0, '201': 1408.0, '203': 27.0, '205': 2.0, '206': 16.0, '207': 573.0, '208': 3391.0, '209': 44.0, '212': 97.0, '213': 70944.0, '214': 618.0, '215': 15065.0, '216': 9362.0, '218': 56.0, '219': 170.0, '220': 0.0, '222': 828.0, '223': 5272.0, '225': 370.0, '226': 30.0, '227': 97.0}",HUNGARY,HU
ICELAND,"{'0': 108.0, '1': 220.0, '2': 68.0, '4': 2.0, '5': 50.0, '7': 0.0, '8': 83.0, '9': 10.0, '10': 0.0, '11': 172.0, '12': 163.0, '13': 19.0, '14': 5.0, '15': 0.0, '16': 12.0, '17': 0.0, '18': 68.0, '19': 206.0, '20': 0.0, '21': 1.0, '22': 2.0, '24': 15.0, '26': 273.0, '28': 217.0, '30': 515.0, '31': 0.0, '33': 1.0, '34': 5.0, '35': 366.0, '36': 54.0, '37': 169, '40': 1.0, '42': 87.0, '43': 747.0, '44': 257.0, '46': 1.0, '48': 18.0, '50': 716.0, '51': 64.0, '52': 0.0, '53': 11.0, '54': 810.0, '55': 2.0, '56': 3918.0, '57': 0.0, '58': 2.0, '59': 58.0, '60': 55.0, '61': 45.0, '62': 27.0, '63': 24.0, '64': 9.0, '65': 178.0, '67': 88.0, '68': 327.0, '70': 0.0, '71': 236.0, '72': 910.0, '75': 0.0, '76': 19.0, '77': 52.0, '78': 2148.0, '79': 133.0, '80': 0.0, '81': 181.0, '82': 82.0, '86': 36.0, '87': 23.0, '88': 2.0, '89': 23.0, '90': 13.0, '91': 60.0, '92': 505.0, '93': -43251.0, '94': 389.0, '95': 158.0, '96': 166.0, '97': 236.0, '98': 150.0, '100': 45.0, '101': 525.0, '102': 21.0, '103': 118.0, '104': 27.0, '105': 35.0, '106': 103.0, '108': 3.0, '109': 6.0, '110': 0.0, '111': 1922.0, '112': 50.0, '114': 6.0, '115': 7.0, '116': 0.0, '117': 3171.0, '118': 180.0, '119': 2.0, '120': 1.0, '121': 48.0, '123': 4.0, '124': 9.0, '126': 2.0, '127': 6.0, '129': 159.0, '131': 113.0, '132': 0.0, '133': 21.0, '134': 12.0, '136': 262.0, '137': 30.0, '138': 4.0, '139': 43.0, '141': 129.0, '142': 408.0, '144': 78.0, '145': 6.0, '147': 155.0, '149': 84.0, '151': 1390.0, '152': 2.0, '153': 94.0, '155': 27.0, '156': 7.0, '157': 1.0, '158': 2.0, '159': 105.0, '160': 2284.0, '161': 21102.0, '162': 1082.0, '163': 0.0, '164': 3.0, '166': 1675.0, '167': 492.0, '168': 0.0, '175': 0.0, '177': 2.0, '179': 18.0, '180': 29.0, '181': 752.0, '183': 19.0, '184': 21.0, '186': 517.0, '187': 70.0, '188': 0.0, '189': 32.0, '190': 104.0, '192': 991.0, '193': 190.0, '194': 6.0, '196': 2357.0, '197': 226.0, '198': 280.0, '199': 2.0, '200': 24.0, '201': 1500.0, '202': 0.0, '203': 11.0, '205': 1.0, '206': 6.0, '207': 41.0, '208': 104.0, '209': 1.0, '212': 60.0, '213': 437.0, '214': 11.0, '215': 1857.0, '216': 2604.0, '218': 11.0, '219': 13.0, '222': 103.0, '223': 916.0, '225': 1.0, '226': 12.0, '227': 13.0}",ICELAND,IS
INDIA,"{'0': 16094.0, '11': 3833.0, '16': 2488471.0, '23': 9438.0, '29': 23530.0, '35': 4255.0, '37': 0, '43': 108008.0, '70': 779.0, '72': 1735.0, '78': 2382.0, '94': -17869492.0, '95': 1316.0, '96': 2194.0, '97': 670.0, '103': 1797.0, '105': 433.0, '106': 7733.0, '108': 11781.0, '121': 13601.0, '122': 864.0, '127': 346.0, '138': 57149.0, '141': 733734.0, '147': 903.0, '153': 833314.0, '162': 332.0, '167': 1248.0, '179': 14448.0, '184': 7668.0, '193': 184780.0, '208': 130.0, '212': 45309.0, '214': 38470.0, '215': 10999.0, '216': 32867.0, '223': 1324.0, '226': 1451.0}",INDIA,IN
INDONESIA,"{'11': 11400.0, '35': 2253.0, '37': 0, '43': 76028.0, '94': 12590.0, '95': -4601369.0, '103': 19879.0, '104': 12590.0, '115': 2378.0, '121': 2378.0, '142': 7306.0, '153': 8645.0, '160': 4230.0, '179': 2378.0, '184': 23681.0, '198': 2378.0, '201': 23681.0, '202': 23681.0, '215': 32911.0, '216': 12697.0}",INDONESIA,ID
IRAN,"{'0': 2710601.0, '9': 989.0, '13': 4788.0, '37': 0, '96': -1325113.0, '97': 54445.0, '153': 12575.0, '208': 384.0, '209': 1954.0}",IRAN,IR
IRAQ,"{'0': 314.0, '37': 0, '61': 14498.0, '64': 812.0, '94': 234.0, '96': 14540.0, '97': -2077976.0, '104': 10432.0, '108': 403.0, '112': 1536.0, '126': 201.0, '136': 591.0, '153': 688.0, '155': 12164.0, '167': 274.0, '179': 680.0, '189': 417.0, '191': 297.0, '194': 3826.0, '198': 254441.0, '207': 314.0, '208': 20677.0, '214': 289.0, '225': 2020.0}",IRAQ,IQ
IRELAND,"{'0': 168.0, '1': 340.0, '2': 673.0, '4': 1.0, '5': 548.0, '6': 0.0, '7': 1.0, '8': 374.0, '9': 59.0, '10': 6.0, '11': 7568.0, '12': 898.0, '13': 55.0, '14': 28.0, '15': 93.0, '16': 3706.0, '17': 18.0, '18': 698.0, '19': 1877.0, '20': 1.0, '21': 37.0, '22': 63.0, '23': 6.0, '24': 17.0, '26': 732.0, '27': 89.0, '28': 11800.0, '29': 16.0, '30': 2263.0, '31': 8.0, '32': 53.0, '33': 11.0, '34': 395.0, '35': 6102.0, '36': 3.0, '37': 466, '38': 26.0, '39': 7.0, '40': 9.0, '42': 160.0, '43': 14542.0, '46': 2886.0, '48': 11.0, '50': 578.0, '51': 94.0, '53': 330.0, '54': 6972.0, '55': 58.0, '56': 1122.0, '57': 0.0, '58': 0.0, '59': 9.0, '60': 42.0, '61': 609.0, '62': 28.0, '64': 41.0, '65': 3145.0, '66': 22.0, '67': 175.0, '68': 2.0, '69': 3.0, '70': 14.0, '71': 1107.0, '72': 12780.0, '74': 0.0, '75': 3.0, '76': 63.0, '77': 290.0, '78': 16475.0, '79': 576.0, '80': 42.0, '81': 728.0, '82': 0.0, '83': 14.0, '86': 142.0, '87': 55.0, '88': 0.0, '89': 30.0, '90': 3.0, '91': 12.0, '92': 9409.0, '93': 41.0, '94': 22662.0, '95': 145.0, '96': 508.0, '97': 518.0, '98': -734317.0, '100': 250.0, '101': 9070.0, '102': 135.0, '103': 604.0, '104': 124.0, '105': 296.0, '106': 551.0, '108': 228.0, '109': 35.0, '110': 37.0, '111': 25371.0, '112': 151.0, '113': 42.0, '114': 120.0, '115': 501.0, '116': 1.0, '117': 44229.0, '118': 177.0, '119': 12.0, '120': 85.0, '121': 4798.0, '122': 1.0, '123': 30.0, '124': 426.0, '126': 7.0, '127': 3705.0, '129': 347.0, '131': 4340.0, '132': 6.0, '133': 363.0, '135': 0.0, '136': 312.0, '137': 42.0, '138': 72.0, '139': 41.0, '141': 154.0, '142': 5708.0, '143': 6.0, '144': 2604.0, '145': 16.0, '146': 146.0, '147': 25104.0, '149': 751.0, '151': 347.0, '152': 54.0, '153': 10570.0, '155': 75.0, '156': 16.0, '157': 13.0, '158': 28.0, '159': 144.0, '160': 17557.0, '161': 146211.0, '162': 2848.0, '164': 38.0, '166': 22839.0, '167': 7532.0, '168': 89.0, '170': 6.0, '171': 1.0, '172': 6.0, '175': 1.0, '176': 13.0, '179': 490.0, '180': 23.0, '182': 11.0, '183': 223.0, '184': 246.0, '186': 13573.0, '187': 239.0, '188': 1.0, '189': 606.0, '190': 10299.0, '192': 8886.0, '193': 271.0, '194': 673.0, '195': 12.0, '196': 2140.0, '197': 633.0, '198': 2937.0, '199': 22.0, '200': 142.0, '201': 612.0, '202': 2.0, '203': 128.0, '205': 0.0, '206': 124.0, '207': 113.0, '208': 559.0, '209': 3.0, '210': 0.0, '212': 169.0, '213': 5232.0, '214': 228.0, '215': 305197.0, '216': 35190.0, '218': 61.0, '219': 105.0, '220': 0.0, '222': 145.0, '223': 727.0, '225': 34.0, '226': 388.0, '227': 3551.0}",IRELAND,IE
ISLE OF MAN,"{'11': 190.0, '35': 158.0, '37': 0, '41': 172.0, '98': 1567.0, '99': -12032.0, '144': 85.0, '190': 821.0, '215': 34195.0, '216': 230.0}",ISLE OF MAN,IM
ISRAEL,"{'0': 2464.0, '2': 44358.0, '8': 38204.0, '11': 3170.0, '12': 4916.0, '13': 13136.0, '18': 22449.0, '19': 5818.0, '28': 8673.0, '30': 16151.0, '35': 7896.0, '37': 0, '42': 3286.0, '43': 581.0, '44': 2680.0, '56': 1859.0, '61': 20489.0, '67': 78146.0, '71': 297.0, '72': 40636.0, '77': 9046.0, '78': 22971.0, '81': 2994.0, '92': 12133.0, '94': 18415.0, '96': 50808.0, '97': 65830.0, '100': -358691.0, '101': 5073.0, '105': 13237.0, '109': 2444.0, '111': 3815.0, '112': 6051.0, '115': 16773.0, '117': 3756.0, '129': 2525.0, '131': 10594.0, '136': 158396.0, '142': 4961.0, '159': 2368.0, '161': 57570.0, '166': 100679.0, '167': 111316.0, '190': 11381.0, '192': 1833.0, '196': 667.0, '197': 3740.0, '198': 9207.0, '199': 1830.0, '207': 22860.0, '208': 27150.0, '209': 2233.0, '213': 131205.0, '215': 21235.0, '216': 76794.0, '218': 6193.0, '219': 21669.0, '222': 361.0, '225': 29975.0}",ISRAEL,IL
